Dataset,Vox_ID,VGGFace2_ID,Celebrity_Name,Gender,Nationality_Country,Audio_Preset_Folder,Audio_Sample_Path
VoxCeleb2,N/A,n000429,Amy Smart,Female,Global (Multi-National),vox_n000429_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000429_female\reference.wav
VoxCeleb2,N/A,n000430,Amy Tan,Female,Global (Multi-National),vox_n000430_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000430_female\reference.wav
VoxCeleb2,N/A,n000431,Amy Van Dyken,Female,Global (Multi-National),vox_n000431_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000431_female\reference.wav
VoxCeleb2,N/A,n000432,Amy Williams,Female,Global (Multi-National),vox_n000432_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000432_female\reference.wav
VoxCeleb2,N/A,n000434,Amélie Mauresmo,Female,Global (Multi-National),vox_n000434_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000434_female\reference.wav
VoxCeleb2,N/A,n000435,Amélie Nothomb,Female,Global (Multi-National),vox_n000435_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000435_female\reference.wav
VoxCeleb2,N/A,n000436,An Jeong-hwan,Male,Global (Multi-National),vox_n000436_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000436_male\reference.wav
VoxCeleb2,N/A,n000437,An Lemmens,Female,Global (Multi-National),vox_n000437_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000437_female\reference.wav
VoxCeleb2,N/A,n000438,Ana Beatriz Barros,Female,Global (Multi-National),vox_n000438_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000438_female\reference.wav
VoxCeleb2,N/A,n000444,Ana Hickmann,Female,Global (Multi-National),vox_n000444_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000444_female\reference.wav
VoxCeleb2,N/A,n000445,Ana Layevska,Female,Global (Multi-National),vox_n000445_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000445_female\reference.wav
VoxCeleb2,N/A,n000448,Ana Moura,Female,Global (Multi-National),vox_n000448_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000448_female\reference.wav
VoxCeleb2,N/A,n000449,Ana Patricia Botin,Female,Global (Multi-National),vox_n000449_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000449_female\reference.wav
VoxCeleb2,N/A,n000450,Ana Paula Arósio,Female,Global (Multi-National),vox_n000450_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000450_female\reference.wav
VoxCeleb2,N/A,n000456,Ana de la Reguera,Female,Global (Multi-National),vox_n000456_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000456_female\reference.wav
VoxCeleb2,N/A,n000457,Anahí de Cardenas,Female,Global (Multi-National),vox_n000457_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000457_female\reference.wav
VoxCeleb2,N/A,n000458,Analeigh Tipton,Female,Global (Multi-National),vox_n000458_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000458_female\reference.wav
VoxCeleb2,N/A,n000459,Anand Mahindra,Male,Global (Multi-National),vox_n000459_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000459_male\reference.wav
VoxCeleb2,N/A,n000460,Ananda Lewis,Female,Global (Multi-National),vox_n000460_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000460_female\reference.wav
VoxCeleb2,N/A,n000461,Ananya,Female,Global (Multi-National),vox_n000461_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000461_female\reference.wav
VoxCeleb2,N/A,n000462,Anastacia,Female,Global (Multi-National),vox_n000462_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000462_female\reference.wav
VoxCeleb2,N/A,n000463,Anastasia Volochkova,Female,Global (Multi-National),vox_n000463_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000463_female\reference.wav
VoxCeleb2,N/A,n000464,Anastasia Zampounidis,Female,Global (Multi-National),vox_n000464_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000464_female\reference.wav
VoxCeleb2,N/A,n000465,Anaïs Demoustier,Female,Global (Multi-National),vox_n000465_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000465_female\reference.wav
VoxCeleb2,N/A,n000467,Anders Fannemel,Male,Global (Multi-National),vox_n000467_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000467_male\reference.wav
VoxCeleb2,N/A,n000468,Anders Osborne,Male,Global (Multi-National),vox_n000468_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000468_male\reference.wav
VoxCeleb2,N/A,n000469,Anderson Cooper,Male,Global (Multi-National),vox_n000469_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000469_male\reference.wav
VoxCeleb2,N/A,n000472,Andie MacDowell,Female,Global (Multi-National),vox_n000472_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000472_female\reference.wav
VoxCeleb2,N/A,n000473,Andien,Female,Global (Multi-National),vox_n000473_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000473_female\reference.wav
VoxCeleb2,N/A,n000475,Andre Berto,Male,Global (Multi-National),vox_n000475_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000475_male\reference.wav
VoxCeleb2,N/A,n000476,Andre Iguodala,Male,Global (Multi-National),vox_n000476_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000476_male\reference.wav
VoxCeleb2,N/A,n000478,Andre Ward,Male,Global (Multi-National),vox_n000478_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000478_male\reference.wav
VoxCeleb2,N/A,n000479,Andrea Agnelli,Male,Global (Multi-National),vox_n000479_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000479_male\reference.wav
VoxCeleb2,N/A,n000481,Andrea Bargnani,Male,Global (Multi-National),vox_n000481_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000481_male\reference.wav
VoxCeleb2,N/A,n000482,Andrea Berg,Female,Global (Multi-National),vox_n000482_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000482_female\reference.wav
VoxCeleb2,N/A,n000483,Andrea Bocelli,Male,Global (Multi-National),vox_n000483_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000483_male\reference.wav
VoxCeleb2,N/A,n000484,Andrea Corr,Female,Global (Multi-National),vox_n000484_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000484_female\reference.wav
VoxCeleb2,N/A,n000486,Andrea Elisabeth Rudolph,Female,Global (Multi-National),vox_n000486_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000486_female\reference.wav
VoxCeleb2,N/A,n000488,Andrea Jeremiah,Female,Global (Multi-National),vox_n000488_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000488_female\reference.wav
VoxCeleb2,N/A,n000489,Andrea Kaiser,Female,Global (Multi-National),vox_n000489_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000489_female\reference.wav
VoxCeleb2,N/A,n000490,Andrea Mandorlini,Male,Global (Multi-National),vox_n000490_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000490_male\reference.wav
VoxCeleb2,N/A,n000491,Andrea McLean,Female,Global (Multi-National),vox_n000491_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000491_female\reference.wav
VoxCeleb2,N/A,n000492,Andrea Mitchell,Female,Global (Multi-National),vox_n000492_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000492_female\reference.wav
VoxCeleb2,N/A,n000494,Andrea Nahles,Female,Global (Multi-National),vox_n000494_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000494_female\reference.wav
VoxCeleb2,N/A,n000495,Andrea Osvárt,Female,Global (Multi-National),vox_n000495_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000495_female\reference.wav
VoxCeleb2,N/A,n000496,Andrea Parker,Female,Global (Multi-National),vox_n000496_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000496_female\reference.wav
VoxCeleb2,N/A,n000498,Andrea Ranocchia,Male,Global (Multi-National),vox_n000498_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000498_male\reference.wav
VoxCeleb2,N/A,n000500,Andrea Sawatzki,Female,Global (Multi-National),vox_n000500_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000500_female\reference.wav
VoxCeleb2,N/A,n000501,Andrea Serna,Female,Global (Multi-National),vox_n000501_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000501_female\reference.wav
VoxCeleb2,N/A,n000502,Andrea Tantaros,Female,Global (Multi-National),vox_n000502_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000502_female\reference.wav
VoxCeleb2,N/A,n000503,Andrea Veresova,Female,Global (Multi-National),vox_n000503_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000503_female\reference.wav
VoxCeleb2,N/A,n000504,Andrea Ypsilanti,Female,Global (Multi-National),vox_n000504_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000504_female\reference.wav
VoxCeleb2,N/A,n000505,Andrea Šušnjara,Female,Global (Multi-National),vox_n000505_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000505_female\reference.wav
VoxCeleb2,N/A,n000506,Andreas Birnbacher,Male,Global (Multi-National),vox_n000506_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000506_male\reference.wav
VoxCeleb2,N/A,n000507,Andreas Dresen,Male,Global (Multi-National),vox_n000507_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000507_male\reference.wav
VoxCeleb2,N/A,n000508,Andreas Gabalier,Male,Global (Multi-National),vox_n000508_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000508_male\reference.wav
VoxCeleb2,N/A,n000509,Andreas Jancke,Male,Global (Multi-National),vox_n000509_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000509_male\reference.wav
VoxCeleb2,N/A,n000510,Andreas Lundstedt,Male,Global (Multi-National),vox_n000510_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000510_male\reference.wav
VoxCeleb2,N/A,n000512,Andreas Pinkwart,Male,Global (Multi-National),vox_n000512_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000512_male\reference.wav
VoxCeleb2,N/A,n000513,Andreas Scheuer,Male,Global (Multi-National),vox_n000513_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000513_male\reference.wav
VoxCeleb2,N/A,n000514,Andreas Seppi,Male,Global (Multi-National),vox_n000514_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000514_male\reference.wav
VoxCeleb2,N/A,n000515,Andreea Mitu,Female,Global (Multi-National),vox_n000515_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000515_female\reference.wav
VoxCeleb2,N/A,n000516,Andrei Arlovski,Male,Global (Multi-National),vox_n000516_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000516_male\reference.wav
VoxCeleb2,N/A,n000517,Andrei Kirilenko,Male,Global (Multi-National),vox_n000517_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000517_male\reference.wav
VoxCeleb2,N/A,n000518,Andrew Bynum,Male,Global (Multi-National),vox_n000518_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000518_male\reference.wav
VoxCeleb2,N/A,n000519,Andrew Fifita,Male,Global (Multi-National),vox_n000519_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000519_male\reference.wav
VoxCeleb2,N/A,n000520,Andrew Flintoff,Male,Global (Multi-National),vox_n000520_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000520_male\reference.wav
VoxCeleb2,N/A,n000521,Andrew Lincoln,Male,Global (Multi-National),vox_n000521_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000521_male\reference.wav
VoxCeleb2,N/A,n000522,Andrew Lloyd Webber,Male,Global (Multi-National),vox_n000522_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000522_male\reference.wav
VoxCeleb2,N/A,n000524,Andrew Strauss,Male,Global (Multi-National),vox_n000524_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000524_male\reference.wav
VoxCeleb2,N/A,n000525,Andrew Symonds,Male,Global (Multi-National),vox_n000525_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000525_male\reference.wav
VoxCeleb2,N/A,n000526,Andrew Trimble,Male,Global (Multi-National),vox_n000526_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000526_male\reference.wav
VoxCeleb2,N/A,n000527,Andrew Upton,Male,Global (Multi-National),vox_n000527_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000527_male\reference.wav
VoxCeleb2,N/A,n000528,Andrew VanWyngarden,Male,Global (Multi-National),vox_n000528_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000528_male\reference.wav
VoxCeleb2,N/A,n000529,Andrew W.K.,Male,Global (Multi-National),vox_n000529_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000529_male\reference.wav
VoxCeleb2,N/A,n000530,Andrew Zimmern,Male,Global (Multi-National),vox_n000530_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000530_male\reference.wav
VoxCeleb2,N/A,n000531,Andrey Amador,Male,Global (Multi-National),vox_n000531_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000531_male\reference.wav
VoxCeleb2,N/A,n000534,Andris Nelsons,Male,Global (Multi-National),vox_n000534_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000534_male\reference.wav
VoxCeleb2,N/A,n000535,Andriy Shevchenko,Male,Global (Multi-National),vox_n000535_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000535_male\reference.wav
VoxCeleb2,N/A,n000538,André 3000,Male,Global (Multi-National),vox_n000538_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000538_male\reference.wav
VoxCeleb2,N/A,n000541,André Breitenreiter,Male,Global (Multi-National),vox_n000541_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000541_male\reference.wav
VoxCeleb2,N/A,n000542,André Kuipers,Male,Global (Multi-National),vox_n000542_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000542_male\reference.wav
VoxCeleb2,N/A,n000543,André Manoukian,Male,Global (Multi-National),vox_n000543_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000543_male\reference.wav
VoxCeleb2,N/A,n000544,André Rieu,Male,Global (Multi-National),vox_n000544_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000544_male\reference.wav
VoxCeleb2,N/A,n000545,André Schürrle,Male,Global (Multi-National),vox_n000545_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000545_male\reference.wav
VoxCeleb2,N/A,n000547,André Villas-Boas,Male,Global (Multi-National),vox_n000547_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000547_male\reference.wav
VoxCeleb2,N/A,n000550,Andrés Guardado,Male,Global (Multi-National),vox_n000550_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000550_male\reference.wav
VoxCeleb2,N/A,n000552,Andrés Manuel López Obrador,Male,Global (Multi-National),vox_n000552_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000552_male\reference.wav
VoxCeleb2,N/A,n000553,Andrés Nocioni,Male,Global (Multi-National),vox_n000553_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000553_male\reference.wav
VoxCeleb2,N/A,n000554,Andrés Velencoso,Male,Global (Multi-National),vox_n000554_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000554_male\reference.wav
VoxCeleb2,N/A,n000555,Andy Allo,Male,Global (Multi-National),vox_n000555_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000555_male\reference.wav
VoxCeleb2,N/A,n000557,Andy Borg,Male,Global (Multi-National),vox_n000557_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000557_male\reference.wav
VoxCeleb2,N/A,n000558,Andy Burnham,Male,Global (Multi-National),vox_n000558_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000558_male\reference.wav
VoxCeleb2,N/A,n000559,Andy Carroll,Male,Global (Multi-National),vox_n000559_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000559_male\reference.wav
VoxCeleb2,N/A,n000560,Andy Lau,Male,Global (Multi-National),vox_n000560_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000560_male\reference.wav
VoxCeleb2,N/A,n000561,Andy Reid,Male,Global (Multi-National),vox_n000561_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000561_male\reference.wav
VoxCeleb2,N/A,n000562,Andy Roddick,Male,Global (Multi-National),vox_n000562_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000562_male\reference.wav
VoxCeleb2,N/A,n000566,Angel Locsin,Female,Global (Multi-National),vox_n000566_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000566_female\reference.wav
VoxCeleb2,N/A,n000567,Angel Porrino,Female,Global (Multi-National),vox_n000567_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000567_female\reference.wav
VoxCeleb2,N/A,n000568,Angela Bassett,Female,Global (Multi-National),vox_n000568_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000568_female\reference.wav
VoxCeleb2,N/A,n000569,Angela Gheorghiu,Female,Global (Multi-National),vox_n000569_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000569_female\reference.wav
VoxCeleb2,N/A,n000570,Angela Gossow,Female,Global (Multi-National),vox_n000570_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000570_female\reference.wav
VoxCeleb2,N/A,n000571,Angela Groothuizen,Female,Global (Multi-National),vox_n000571_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000571_female\reference.wav
VoxCeleb2,N/A,n000573,Angela Martini,Female,Global (Multi-National),vox_n000573_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000573_female\reference.wav
VoxCeleb2,N/A,n000574,Angela Rippon,Female,Global (Multi-National),vox_n000574_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000574_female\reference.wav
VoxCeleb2,N/A,n000575,Angela Sarafyan,Female,Global (Multi-National),vox_n000575_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000575_female\reference.wav
VoxCeleb2,N/A,n000577,Angela Simmons,Female,Global (Multi-National),vox_n000577_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000577_female\reference.wav
VoxCeleb2,N/A,n000578,Angela Yee,Female,Global (Multi-National),vox_n000578_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000578_female\reference.wav
VoxCeleb2,N/A,n000579,Angelababy,Female,Global (Multi-National),vox_n000579_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000579_female\reference.wav
VoxCeleb2,N/A,n000581,Angelica Celaya,Female,Global (Multi-National),vox_n000581_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000581_female\reference.wav
VoxCeleb2,N/A,n000582,Angelica Panganiban,Female,Global (Multi-National),vox_n000582_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000582_female\reference.wav
VoxCeleb2,N/A,n000584,Angelique Kerber,Female,Global (Multi-National),vox_n000584_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000584_female\reference.wav
VoxCeleb2,N/A,n000585,Angelique Morgan,Female,Global (Multi-National),vox_n000585_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000585_female\reference.wav
VoxCeleb2,N/A,n000586,Angelo Mathews,Male,Global (Multi-National),vox_n000586_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000586_male\reference.wav
VoxCeleb2,N/A,n000587,Angelo Scola,Male,Global (Multi-National),vox_n000587_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000587_male\reference.wav
VoxCeleb2,N/A,n000588,Angham,Female,Global (Multi-National),vox_n000588_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000588_female\reference.wav
VoxCeleb2,N/A,n000589,Angie Cepeda,Female,Global (Multi-National),vox_n000589_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000589_female\reference.wav
VoxCeleb2,N/A,n000591,Angie Everhart,Female,Global (Multi-National),vox_n000591_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000591_female\reference.wav
VoxCeleb2,N/A,n000592,Angie Motshekga,Female,Global (Multi-National),vox_n000592_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000592_female\reference.wav
VoxCeleb2,N/A,n000593,Angie Stone,Female,Global (Multi-National),vox_n000593_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000593_female\reference.wav
VoxCeleb2,N/A,n000594,Angus Deayton,Male,Global (Multi-National),vox_n000594_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000594_male\reference.wav
VoxCeleb2,N/A,n000596,Angélique Kidjo,Male,Global (Multi-National),vox_n000596_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000596_male\reference.wav
VoxCeleb2,N/A,n000597,Anifah Aman,Male,Global (Multi-National),vox_n000597_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000597_male\reference.wav
VoxCeleb2,N/A,n000607,Anita Włodarczyk,Female,Global (Multi-National),vox_n000607_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000607_female\reference.wav
VoxCeleb2,N/A,n000608,Anja Kling,Female,Global (Multi-National),vox_n000608_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000608_female\reference.wav
VoxCeleb2,N/A,n000610,Anjali,Female,Global (Multi-National),vox_n000610_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000610_female\reference.wav
VoxCeleb2,N/A,n000611,Anjana Sukhani,Female,Global (Multi-National),vox_n000611_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000611_female\reference.wav
VoxCeleb2,N/A,n000612,Anjelah Johnson,Female,Global (Multi-National),vox_n000612_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000612_female\reference.wav
VoxCeleb2,N/A,n000613,Anjelica Huston,Female,Global (Multi-National),vox_n000613_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n000613_female\reference.wav
